tcp.srcport,tcp.dstport,tcp.seq,tcp.ack,tcp.flags,tcp.len,tcp.window_size
443,54323,530534,71,0x0010,1460,16
443,54323,531994,71,0x0018,1394,16
54323,443,71,533388,0x0010,0,257
443,54248,1,2,0x0011,0,16385
54248,443,2,2,0x0010,0,256
443,54323,533388,71,0x0010,1460,16
443,54323,534848,71,0x0010,1460,16
443,54323,536308,71,0x0018,1394,16
443,54323,537702,71,0x0010,1460,16
54323,443,71,539162,0x0010,0,257
443,54323,539162,71,0x0010,1460,16
443,54323,540622,71,0x0018,1394,16
443,54323,542016,71,0x0010,1460,16
54323,443,71,543476,0x0010,0,257
443,54323,543476,71,0x0010,1460,16
54323,443,71,544936,0x0010,0,257
443,54323,544936,71,0x0018,1383,16
443,54323,546319,71,0x0010,1460,16
443,54323,547779,71,0x0010,1460,16
443,54323,549239,71,0x0018,1426,16
54323,443,71,550665,0x0010,0,257
443,54323,550665,71,0x0010,1460,16
443,54323,552125,71,0x0010,1460,16
443,54323,553585,71,0x0018,1426,16
54323,443,71,555011,0x0010,0,257
443,54323,555011,71,0x0010,1460,16
443,54323,556471,71,0x0010,1460,16
443,54323,557931,71,0x0018,1426,16
54323,443,71,559357,0x0010,0,257
443,54323,559357,71,0x0010,1460,16
443,54323,560817,71,0x0010,1460,16
54323,443,71,562277,0x0010,0,257
443,54323,562277,71,0x0018,1426,16
54323,443,71,563703,0x0010,0,257
443,54323,563703,71,0x0010,1460,16
443,54323,565163,71,0x0010,1460,16
54323,443,71,566623,0x0010,0,257
443,54323,566623,71,0x0010,1460,16
443,54323,568083,71,0x0010,1460,16
54323,443,71,569543,0x0010,0,257
443,54323,569543,71,0x0018,1460,16
443,54323,571003,71,0x0010,1460,16
443,54323,572463,71,0x0010,1460,16
443,54323,573923,71,0x0010,1460,16
54323,443,71,575383,0x0010,0,257
443,54323,575383,71,0x0010,1460,16
443,54323,576843,71,0x0018,1460,16
443,54323,578303,71,0x0010,1460,16
54323,443,71,579763,0x0010,0,257
443,54323,579763,71,0x0018,1335,16
54323,443,71,581098,0x0010,0,251
443,54323,581098,71,0x0010,1460,16
443,54323,582558,71,0x0010,1460,16
443,54323,584018,71,0x0018,1458,16
443,54323,585476,71,0x0010,1460,16
54323,443,71,586936,0x0010,0,257
443,54323,586936,71,0x0010,1460,16
443,54323,588396,71,0x0018,1458,16
443,54323,589854,71,0x0010,1460,16
443,54323,591314,71,0x0010,1460,16
54323,443,71,592774,0x0010,0,257
443,54323,592774,71,0x0010,1460,16
443,54323,594234,71,0x0018,30,16
54323,443,71,594264,0x0010,0,257
443,54323,594264,71,0x0010,1460,16
443,54323,595724,71,0x0010,1460,16
54323,443,71,597184,0x0010,0,257
443,54323,597184,71,0x0010,1460,16
443,54323,598644,71,0x0018,30,16
54323,443,71,598674,0x0010,0,257
443,54323,598674,71,0x0010,1460,16
443,54323,600134,71,0x0010,1460,16
54323,443,71,601594,0x0010,0,257
443,54323,601594,71,0x0010,1460,16
443,54323,603054,71,0x0018,30,16
54323,443,71,603084,0x0010,0,257
443,54323,603084,71,0x0010,1460,16
443,54323,604544,71,0x0010,1460,16
443,54323,606004,71,0x0010,1460,16
54323,443,71,607464,0x0010,0,257
443,54323,607464,71,0x0018,30,16
54323,443,71,607494,0x0010,0,256
443,54323,607494,71,0x0010,1460,16
443,54323,608954,71,0x0010,1460,16
54323,443,71,610414,0x0010,0,257
443,54323,610414,71,0x0010,1460,16
443,54323,611874,71,0x0010,1460,16
443,54323,613334,71,0x0018,1460,16
54323,443,71,614794,0x0010,0,257
443,54323,614794,71,0x0010,1460,16
54323,443,71,616254,0x0010,0,257
443,54323,616254,71,0x0018,38,16
443,54323,616292,71,0x0010,1460,16
443,54323,617752,71,0x0010,1460,16
443,54323,619212,71,0x0010,1460,16
443,54323,620672,71,0x0018,62,16
54323,443,71,620734,0x0010,0,257
443,54323,620734,71,0x0010,1460,16
443,54323,622194,71,0x0010,1460,16
54323,443,71,623654,0x0010,0,257
443,54323,623654,71,0x0010,1460,16
54323,443,71,625114,0x0010,0,257
443,54323,625114,71,0x0018,62,16
54323,443,71,625176,0x0010,0,256
443,54323,625176,71,0x0010,1460,16
443,54323,626636,71,0x0010,1460,16
443,54323,628096,71,0x0010,1460,16
54323,443,71,629556,0x0010,0,257
443,54323,629556,71,0x0018,62,16
54323,443,71,629618,0x0010,0,256
443,54323,629618,71,0x0010,1460,16
443,54323,631078,71,0x0010,1460,16
443,54323,632538,71,0x0010,1460,16
443,54323,633998,71,0x0018,62,16
54323,443,71,634060,0x0010,0,257
443,54323,634060,71,0x0010,1460,16
443,54323,635520,71,0x0010,1460,16
443,54323,636980,71,0x0010,1460,16
443,54323,638440,71,0x0018,94,16
54323,443,71,638534,0x0010,0,257
443,54323,638534,71,0x0010,1460,16
443,54323,639994,71,0x0010,1460,16
443,54323,641454,71,0x0010,1460,16
443,54323,642914,71,0x0018,94,16
54323,443,71,643008,0x0010,0,257
443,54323,643008,71,0x0010,1460,16
443,54323,644468,71,0x0010,1460,16
443,54323,645928,71,0x0010,1460,16
443,54323,647388,71,0x0018,94,16
54323,443,71,647482,0x0010,0,257
443,54323,647482,71,0x0010,1460,16
443,54323,648942,71,0x0010,1460,16
443,54323,650402,71,0x0010,1460,16
54323,443,71,651862,0x0010,0,257
443,54323,651862,71,0x0018,94,16
54323,443,71,651956,0x0010,0,256
443,54323,651956,71,0x0010,1460,16
443,54323,653416,71,0x0010,1460,16
443,54323,654876,71,0x0010,1460,16
443,54323,656336,71,0x0018,94,16
54323,443,71,656430,0x0010,0,257
443,54323,656430,71,0x0010,1460,16
443,54323,657890,71,0x0010,1460,16
443,54323,659350,71,0x0010,1460,16
443,54323,660810,71,0x0018,94,16
54323,443,71,660904,0x0010,0,257
443,54306,1,1,0x0019,31,83
443,54323,660904,71,0x0010,1460,16
443,54323,662364,71,0x0010,1460,16
443,54323,663824,71,0x0010,1460,16
443,54323,665284,71,0x0010,1460,16
54323,443,71,666744,0x0010,0,257
443,54323,666744,71,0x0018,1460,16
443,54323,668204,71,0x0010,1460,16
443,54323,669664,71,0x0018,155,16
54323,443,71,669819,0x0010,0,257
443,54323,669819,71,0x0010,1460,16
443,54323,671279,71,0x0010,1460,16
443,54323,672739,71,0x0010,1460,16
443,54323,674199,71,0x0018,126,16
54323,443,71,674325,0x0010,0,257
54323,443,71,674325,0x0018,35,257
443,54323,674325,71,0x0010,1460,16
443,54323,675785,71,0x0010,1460,16
443,54323,677245,71,0x0010,1460,16
54323,443,106,678705,0x0010,0,257
443,54323,678705,71,0x0018,126,16
54323,443,106,678831,0x0010,0,256
443,54323,678831,106,0x0010,1460,16
443,54323,680291,106,0x0010,1460,16
443,54323,681751,106,0x0010,1460,16
443,54323,683211,106,0x0018,115,16
54323,443,106,683326,0x0010,0,257
54332,443,1,1,0x0018,3873,1024
54332,443,3874,1,0x0018,972,1024
54332,443,4846,1,0x0018,31,1024
443,54323,683326,106,0x0010,1460,16
443,54323,684786,106,0x0010,1460,16
443,54323,686246,106,0x0010,1460,16
443,54323,687706,106,0x0018,158,16
54323,443,106,687864,0x0010,0,257
443,54323,687864,106,0x0010,1460,16
443,54323,689324,106,0x0010,1460,16
54323,443,106,690784,0x0010,0,257
443,54323,690784,106,0x0010,1460,16
443,54323,692244,106,0x0018,158,16
54323,443,106,692402,0x0010,0,257
443,54323,692402,106,0x0010,1460,16
443,54323,693862,106,0x0010,1460,16
443,54323,695322,106,0x0010,1460,16
443,54323,696782,106,0x0018,158,16
443,54332,1,1385,0x0010,0,1098
443,54332,1,2769,0x0010,0,1121
443,54332,1,3874,0x0010,0,1142
443,54332,1,4846,0x0010,0,1164
54323,443,106,696940,0x0010,0,257
443,54332,1,4877,0x0010,0,1164
443,54323,696940,106,0x0010,1460,16
443,54323,698400,106,0x0010,1460,16
443,54323,699860,106,0x0010,1460,16
443,54323,701320,106,0x0018,158,16
54323,443,106,701478,0x0010,0,257
443,54278,1,1,0x0018,46,187
443,54278,47,1,0x0018,31,187
443,54278,78,1,0x0011,0,187
54278,443,1,79,0x0010,0,255
443,54323,701478,106,0x0010,1460,16
443,54323,702938,106,0x0010,1460,16
443,54323,704398,106,0x0010,1460,16
443,54323,705858,106,0x0018,168,16
443,54323,706026,106,0x0010,1460,16
443,54323,707486,106,0x0010,1460,16
443,54323,708946,106,0x0010,1460,16
443,54323,710406,106,0x0018,250,16
54323,443,106,710656,0x0010,0,257
443,54332,1,4877,0x0018,340,1164
443,54332,341,4877,0x0018,31,1164
54332,443,4877,372,0x0010,0,1022
443,54323,710656,106,0x0010,1460,16
443,54323,712116,106,0x0010,1460,16
54323,443,106,713576,0x0010,0,257
443,54323,713576,106,0x0010,1460,16
443,54323,715036,106,0x0018,314,16
54323,443,106,715350,0x0010,0,257
443,54346,1,1,0x0018,31,83
443,54346,32,1,0x0011,0,83
54346,443,1,33,0x0010,0,509
54280,443,1,1,0x0010,1,257
443,54323,715350,106,0x0018,247,16
443,54323,715597,106,0x0018,31,16
54323,443,106,715628,0x0010,0,255
54323,443,106,715628,0x0018,5789,255
54323,443,5895,715628,0x0018,543,255
443,54323,715628,4306,0x0010,0,16
443,54323,715628,5895,0x0010,0,16
54323,443,6438,715628,0x0018,4671,255
54323,443,11109,715628,0x0018,1441,255
443,54323,715628,7838,0x0010,0,16
443,54323,715628,11109,0x0010,0,16
443,54323,715628,12550,0x0010,0,16
443,54280,1,2,0x0010,0,16380
54294,443,1,1,0x0010,1,514
54321,443,1,1,0x0018,85,254
54321,443,86,1,0x0018,39,254
54321,443,125,1,0x0018,1911,254
443,54321,1,125,0x0010,0,16
443,54321,1,125,0x0018,39,16
443,54321,40,2036,0x0010,0,16
54321,443,2036,40,0x0010,0,254
443,54323,715628,12550,0x0018,462,16
443,54323,716090,12550,0x0018,47,16
443,54323,716137,12550,0x0018,31,16
54323,443,12550,716168,0x0010,0,253
54298,443,1,1,0x0010,1,515
54200,443,1,28,0x0018,31,516
443,54321,40,2036,0x0018,499,16
443,54321,539,2036,0x0018,47,16
443,54321,586,2036,0x0018,31,16
54321,443,2036,617,0x0010,0,252
54321,443,2036,617,0x0018,35,252
443,54294,1,2,0x0010,0,16380
443,54323,716168,12550,0x0018,320,16
443,54323,716488,12550,0x0018,51,16
443,54323,716539,12550,0x0018,31,16
54323,443,12550,716570,0x0010,0,252
443,54323,716539,12550,0x0018,31,16
443,54321,617,2071,0x0010,0,16
54323,443,12550,716570,0x0010,0,252
443,54298,1,2,0x0010,0,16382
443,54200,28,32,0x0010,0,501
54299,443,1,1,0x0010,1,257
54302,443,1,1,0x0010,1,258
54293,443,1,1,0x0010,1,517
443,54310,1,1,0x0019,31,83
443,54293,1,2,0x0010,0,151
443,54302,1,2,0x0010,0,16382
443,54299,1,2,0x0010,0,16384
443,54347,4221,2589,0x0018,31,42496
443,54347,4252,2589,0x0011,0,42496
54347,443,2589,4253,0x0010,0,130304
54200,443,32,28,0x0018,28,516
443,54200,28,32,0x0018,104,501
443,54200,132,60,0x0010,0,501
54200,443,60,132,0x0010,0,515
54344,443,1,33,0x0011,0,509
54344,443,2,33,0x0014,0,0
54351,443,0,0,0x0002,0,64240
443,54351,0,1,0x0012,0,42340
443,54344,33,2,0x0010,0,83
54351,443,1,1,0x0010,0,131328
54351,443,1,1,0x0018,1960,131328
443,54351,1,1461,0x0010,0,42496
443,54351,1,1961,0x0010,0,42496
443,54351,1,1961,0x0010,1460,42496
443,54351,1461,1961,0x0018,1460,42496
443,54351,2921,1961,0x0018,302,42496
54351,443,1961,3223,0x0010,0,131328
54351,443,1961,3223,0x0018,318,131328
54323,443,12550,716570,0x0018,4671,252
54323,443,17221,716570,0x0018,1479,252
443,54323,716570,15350,0x0010,0,16
443,54323,716570,17221,0x0010,0,16
443,54323,716570,18700,0x0010,0,16
443,54351,3223,2279,0x0018,242,42496
54351,443,2279,3465,0x0018,374,131072
54311,443,1,1,0x0010,1,256
443,54323,716570,18700,0x0018,294,16
443,54323,716864,18700,0x0018,47,16
54323,443,18700,716911,0x0010,0,257
443,54323,716911,18700,0x0018,31,16
443,54351,3465,2653,0x0018,756,42496
54323,443,18700,716942,0x0010,0,256
443,54311,1,2,0x0010,0,63
54351,443,2653,4221,0x0010,0,130304
54324,443,1,1,0x0018,173,255
443,54324,1,174,0x0018,59,178
54309,443,2069,1157,0x0018,199,258
54309,443,2268,1157,0x0018,39,258
54309,443,2307,1157,0x0018,1794,258
54324,443,174,60,0x0010,0,255
443,54350,4221,2621,0x0018,31,42496
443,54350,4252,2621,0x0011,0,42496
54350,443,2621,4253,0x0010,0,64512
54321,443,2071,617,0x0018,88,252
54321,443,2159,617,0x0018,1081,252
443,54321,617,2159,0x0010,0,16
443,54321,617,3240,0x0010,0,16
443,54309,1157,2268,0x0010,0,63
443,54309,1157,2307,0x0010,0,63
443,54309,1157,2307,0x0018,52,63
443,54321,617,3240,0x0018,501,16
443,54321,1118,3240,0x0018,78,16
443,54309,1209,4101,0x0010,0,63
54321,443,3240,1196,0x0010,0,257
443,54309,1209,4101,0x0018,1082,63
54309,443,4101,2291,0x0010,0,254
54309,443,4101,2291,0x0018,35,254
54289,443,1027,513,0x0018,311,509
443,54309,2291,4136,0x0010,0,63
443,54289,513,1338,0x0010,0,425
443,54289,513,1338,0x0018,54,425
54289,443,1338,567,0x0018,1030,509
54346,443,1,33,0x0011,0,509
54346,443,2,33,0x0014,0,0
54352,443,0,0,0x0002,0,64240
443,54289,567,2368,0x0010,0,425
443,54289,567,2368,0x0018,458,425
54289,443,2368,1025,0x0010,0,513
54175,443,1,1,0x0010,1,512
443,54352,0,1,0x0012,0,42340
54352,443,1,1,0x0010,0,131328
443,54346,33,2,0x0010,0,83
443,54175,0,2,0x0010,0,501
54352,443,1,1,0x0018,1992,131328
54175,443,2,1,0x0010,0,512
443,54175,1,2,0x0010,0,501
443,54352,1,1461,0x0010,0,42496
443,54352,1,1993,0x0010,0,41984
443,54352,1,1993,0x0010,1460,42496
443,54352,1461,1993,0x0018,1460,42496
443,54352,2921,1993,0x0018,302,42496
54352,443,1993,3223,0x0010,0,131328
54352,443,1993,3223,0x0018,318,131328
443,54352,3223,2311,0x0018,242,42496
54352,443,2311,3465,0x0018,374,131072
443,54352,3465,2685,0x0018,756,42496
54352,443,2685,4221,0x0010,0,130304
443,54259,1,1,0x0018,59,251
54259,443,1,60,0x0018,66,253
443,54259,60,67,0x0010,0,251
443,54282,1,1,0x0018,39,265
443,54282,40,1,0x0011,0,265
54282,443,1,41,0x0010,0,1018
54282,443,1,41,0x0011,0,1018
443,54282,40,1,0x0011,0,265
54282,443,2,41,0x0010,0,1018
443,54282,41,2,0x0010,0,265
54321,443,3240,1196,0x0018,85,257
54321,443,3325,1196,0x0018,2039,257
443,54321,1196,3325,0x0010,0,16
443,54321,1196,4725,0x0010,0,16
443,54321,1196,5364,0x0010,0,16
443,54321,1196,5364,0x0018,873,16
443,54321,2069,5364,0x0018,47,16
443,54321,2116,5364,0x0018,31,16
54321,443,5364,2147,0x0010,0,253
54321,443,5364,2147,0x0018,35,253
443,54321,2147,5399,0x0010,0,16
54350,443,2621,4253,0x0011,0,64512
54350,443,2622,4253,0x0014,0,0
54353,443,0,0,0x0002,0,64240
54354,443,0,0,0x0002,0,64240
443,54353,0,1,0x0012,0,42340
54353,443,1,1,0x0010,0,131328
443,54350,4253,2622,0x0010,0,42496
54353,443,1,1,0x0018,1960,131328
443,54353,1,1461,0x0010,0,42496
443,54354,0,1,0x0012,0,42340
54354,443,1,1,0x0010,0,131328
443,54353,1,1961,0x0010,0,42496
443,54353,1,1961,0x0010,1460,42496
54354,443,1,1,0x0018,1960,131328
443,54353,1461,1961,0x0018,1460,42496
443,54353,2921,1961,0x0018,302,42496
54353,443,1961,3223,0x0010,0,131328
54353,443,1961,3223,0x0018,318,131328
443,54353,3223,2279,0x0018,242,42496
443,54354,1,1461,0x0010,0,42496
443,54354,1,1961,0x0010,0,42496
443,54354,1,1961,0x0018,137,42496
54354,443,1961,138,0x0018,51,131072
54353,443,2279,3465,0x0018,374,131072
54322,443,1,1,0x0010,1,257
443,54322,1,2,0x0010,0,9
443,54353,3465,2653,0x0018,756,42496
54353,443,2653,4221,0x0010,0,130304
443,54354,138,2012,0x0010,0,42496
54288,443,1,1,0x0010,1,513
443,54200,132,60,0x0018,27,501
54200,443,60,159,0x0010,0,515
54296,443,1,1,0x0010,1,511
443,54288,1,2,0x0010,0,83
443,54296,1,2,0x0010,0,83
54177,443,1,1,0x0018,57,1031
54297,443,1,1,0x0010,1,513
443,54177,1,58,0x0018,46,6144
54177,443,58,47,0x0010,0,1031
443,54297,1,2,0x0010,0,83
443,54174,1,1,0x0014,0,0
54273,443,1,1,0x0010,1,256
443,54273,1,2,0x0010,0,16384
54274,443,1,1,0x0010,1,514
443,54274,1,2,0x0010,0,16380
443,54283,1,1,0x0018,31,114
443,54283,32,1,0x0011,0,114
54283,443,1,33,0x0010,0,508
443,54351,4221,2653,0x0018,31,42496
443,54351,4252,2653,0x0011,0,42496
54351,443,2653,4253,0x0010,0,130304
54329,443,1,1,0x0010,1,255
54327,443,1,1,0x0010,1,256
443,54329,1,2,0x0010,0,128
443,54327,1,2,0x0010,0,210
443,54295,1,1,0x0018,31,200
443,54295,32,1,0x0011,0,200
54295,443,1,33,0x0010,0,510
54175,443,1,1,0x0010,1,512
54170,443,1,1,0x0010,1,512
54200,443,60,159,0x0018,31,515
443,54175,0,2,0x0010,0,501
54175,443,2,1,0x0010,0,512
443,54175,1,2,0x0010,0,501
443,54170,1,2,0x0010,0,76
443,54200,159,91,0x0010,0,501
443,54352,4221,2685,0x0018,31,42496
443,54352,4252,2685,0x0011,0,42496
54352,443,2685,4253,0x0010,0,130304
54323,443,18700,716942,0x0018,5805,256
54323,443,24505,716942,0x0018,39,256
54323,443,24544,716942,0x0018,646,256
443,54323,716942,24505,0x0010,0,16
443,54323,716942,25190,0x0018,39,16
54323,443,25190,716981,0x0010,0,256
443,54200,159,91,0x0018,104,501
54200,443,91,263,0x0010,0,515
443,54323,716981,25190,0x0018,296,16
443,54323,717277,25190,0x0010,1460,16
443,54323,718737,25190,0x0010,1460,16
443,54323,720197,25190,0x0010,1460,16
54323,443,25190,721657,0x0010,0,257
443,54323,721657,25190,0x0010,1460,16
443,54323,723117,25190,0x0018,860,16
443,54323,723977,25190,0x0018,31,16
54323,443,25190,724008,0x0010,0,257
54323,443,25190,724008,0x0018,35,257
443,54323,724008,25225,0x0010,0,16
54324,443,174,60,0x0018,96,255
443,54324,60,270,0x0018,1071,178
443,54324,1131,270,0x0018,168,178
443,54324,1299,270,0x0018,391,178
54324,443,270,1690,0x0010,0,256
443,54324,1690,270,0x0018,358,178
54324,443,270,2048,0x0010,0,255
443,54324,2048,270,0x0018,400,178
443,54324,2448,270,0x0018,401,178
443,54324,2849,270,0x0018,401,178
443,54324,3250,270,0x0018,402,178
443,54324,3652,270,0x0018,403,178
443,54324,4055,270,0x0018,406,178
54324,443,270,4461,0x0010,0,256
443,54324,4461,270,0x0018,1315,178
54324,443,270,5776,0x0018,93,251
443,54324,5776,363,0x0018,70,178
54324,443,363,5846,0x0018,94,251
443,54324,5846,457,0x0018,70,178
54324,443,457,5916,0x0018,93,250
443,54354,138,2012,0x0018,31,42496
443,54354,169,2012,0x0011,0,42496
54354,443,2012,170,0x0010,0,131072
443,54324,5916,550,0x0018,70,178
443,54324,5986,550,0x0018,388,178
443,54324,6374,550,0x0018,388,178
54324,443,550,6762,0x0010,0,256
443,54324,6762,550,0x0018,1060,178
54324,443,550,7822,0x0010,0,252
443,54324,7822,550,0x0018,191,178
443,54324,8013,550,0x0018,234,178
54324,443,550,8247,0x0010,0,256
443,54353,4221,2653,0x0018,31,42496
443,54353,4252,2653,0x0011,0,42496
54353,443,2653,4253,0x0010,0,130304
54324,443,550,8247,0x0018,96,256
443,54279,1,1,0x0018,361,16381
54274,443,2,1,0x0011,0,514
54297,443,2,1,0x0011,0,513
54297,443,3,1,0x0014,0,0
54302,443,2,1,0x0011,0,258
54279,443,1,362,0x0018,3915,256
443,54324,8247,646,0x0018,70,178
443,54302,1,3,0x0014,0,0
443,54297,1,3,0x0010,0,83
54324,443,646,8317,0x0010,0,256
443,54274,1,3,0x0014,0,0
443,54279,362,2881,0x0010,0,16385
443,54279,362,3916,0x0010,0,16381
443,54324,8317,646,0x0018,1060,178
443,54324,9377,646,0x0018,192,178
443,54324,9569,646,0x0018,238,178
443,54324,9807,646,0x0018,1060,178
443,54324,10867,646,0x0018,192,178
443,54324,11059,646,0x0018,238,178
54324,443,646,11297,0x0010,0,256
54260,5228,1,1,0x0010,1,256
5228,54260,1,2,0x0010,0,290
54324,443,646,11297,0x0018,96,256
443,54324,11297,742,0x0018,70,178
54324,443,742,11367,0x0010,0,256
54324,443,742,11367,0x0018,99,256
443,54324,11367,742,0x0018,1060,178
443,54324,12427,742,0x0018,192,178
443,54324,12619,742,0x0018,238,178
54324,443,841,12857,0x0010,0,256
443,54324,12857,841,0x0018,71,178
54324,443,841,12928,0x0010,0,256
443,54324,12928,841,0x0018,1060,178
443,54324,13988,841,0x0018,192,178
443,54324,14180,841,0x0018,238,178
54324,443,841,14418,0x0010,0,256
443,54177,1457,58,0x0010,1410,6144
54177,443,58,47,0x0010,0,1031
443,54177,4277,58,0x0010,1410,6144
443,54177,5687,58,0x0010,1410,6144
443,54177,7097,58,0x0010,1410,6144
54177,443,58,47,0x0010,0,1031
54177,443,58,47,0x0010,0,1031
54177,443,58,47,0x0010,0,1031
443,54177,9917,58,0x0010,1410,6144
443,54177,11327,58,0x0010,1410,6144
443,54177,12737,58,0x0010,1410,6144
443,54177,14147,58,0x0010,1410,6144
443,54177,15557,58,0x0010,1410,6144
443,54177,16967,58,0x0018,631,6144
443,54324,14418,841,0x0018,1060,178
443,54324,15478,841,0x0018,192,178
443,54324,15670,841,0x0018,238,178
443,54177,17598,58,0x0010,1410,6144
443,54177,19008,58,0x0018,795,6144
54177,443,58,47,0x0010,0,1031
54177,443,58,47,0x0010,0,1031
54177,443,58,47,0x0010,0,1031
54177,443,58,47,0x0010,0,1031
54177,443,58,47,0x0010,0,1031
54177,443,58,47,0x0010,0,1031
54177,443,58,47,0x0010,0,1031
54177,443,58,47,0x0010,0,1031
54324,443,841,15908,0x0010,0,256
443,54177,18393,58,0x0018,1410,6144
54177,443,58,47,0x0010,0,1031
54324,443,841,15908,0x0018,95,256
443,54177,47,58,0x0010,1410,6144
443,54177,2867,58,0x0010,1410,6144
54177,443,58,2867,0x0010,0,1031
54177,443,58,8507,0x0010,0,1031
54175,443,1,1,0x0010,1,512
443,54177,8507,58,0x0010,1410,6144
54177,443,58,19803,0x0010,0,1031
54177,443,58,19803,0x0018,333,1031
54177,443,391,19803,0x0018,57,1031
54177,443,448,19803,0x0018,333,1031
443,54175,1,2,0x0010,0,501
443,54200,263,91,0x0018,27,501
443,54324,15908,936,0x0018,71,178
54200,443,91,290,0x0010,0,515
54324,443,936,15979,0x0010,0,256
443,54177,19803,448,0x0010,0,6142
443,54177,19803,448,0x0018,46,6142
54177,443,781,19849,0x0010,0,1031
443,54177,19849,781,0x0010,0,6141
443,54324,15979,936,0x0018,1060,178
443,54324,17039,936,0x0018,192,178
443,54324,17231,936,0x0018,238,178
54324,443,936,17469,0x0010,0,256
54351,443,2653,4253,0x0011,0,130304
54351,443,2654,4253,0x0014,0,0
443,54351,4253,2654,0x0010,0,42496
54355,443,0,0,0x0002,0,64240
54356,443,0,0,0x0002,0,64240
443,54177,19849,781,0x0018,1113,6141
443,54355,0,1,0x0012,0,42340
54355,443,1,1,0x0010,0,65536
54177,443,781,20962,0x0018,265,1027
54355,443,1,1,0x0018,1992,65536
54177,443,1046,20962,0x0018,57,1027
443,54356,0,1,0x0012,0,42340
54356,443,1,1,0x0010,0,65536
54356,443,1,1,0x0018,1960,65536
443,54355,1,1461,0x0010,0,42496
443,54355,1,1993,0x0010,0,41984
443,54355,1,1993,0x0010,1460,42496
443,54355,1461,1993,0x0018,1460,42496
443,54355,2921,1993,0x0018,302,42496
54355,443,1993,3223,0x0010,0,65536
54355,443,1993,3223,0x0018,318,65536
443,54177,20962,1103,0x0010,0,6146
443,54177,20962,1103,0x0018,46,6146
443,54356,1,1461,0x0010,0,42496
443,54356,1,1961,0x0010,0,42496
443,54356,1,1961,0x0010,1460,42496
443,54356,1461,1961,0x0018,1460,42496
443,54356,2921,1961,0x0018,302,42496
54356,443,1961,3223,0x0010,0,65536
54356,443,1961,3223,0x0018,318,65536
54177,443,1103,21008,0x0010,0,1026
443,54355,3223,2311,0x0018,242,42496
54355,443,2311,3465,0x0018,374,65280
443,54356,3223,2279,0x0018,242,42496
54324,443,936,17469,0x0018,100,256
54356,443,2279,3465,0x0010,0,65280
443,54199,1,1,0x0018,24,501
